,timestamp,cpu usage,memory usage
681,13:00:20,0.1,1.5
682,13:00:21,0.4,1.5
683,13:00:22,0.1,1.5
684,13:00:23,0.1,1.5
685,13:00:24,0.1,1.5
686,13:00:25,19.5,1.5
687,13:00:26,35.7,1.5
688,13:00:27,35.8,1.5
689,13:00:28,36,1.5
690,13:00:29,36,1.5
691,13:00:30,35.8,1.5
692,13:00:31,35.8,1.5
693,13:00:32,35.8,1.5
694,13:00:33,36.2,1.5
695,13:00:34,35.8,1.5
696,13:00:35,35.7,1.5
697,13:00:36,35.8,1.5
698,13:00:37,35.8,1.5
699,13:00:38,35.9,1.5
700,13:00:39,35.7,1.5
701,13:00:40,35.7,1.5
702,13:00:41,35.8,1.5
703,13:00:42,35.8,1.5
704,13:00:43,35.9,1.5
705,13:00:44,35.7,1.5
706,13:00:45,35.9,1.5
707,13:00:46,35.7,1.5
708,13:00:47,35.7,1.5
709,13:00:48,35.8,1.5
710,13:00:49,35.8,1.5
711,13:00:50,35.9,1.5
712,13:00:51,35.9,1.5
713,13:00:52,35.7,1.5
714,13:00:53,35.8,1.5
715,13:00:54,35.7,1.5
716,13:00:55,12.9,1.5
717,13:00:56,0.1,1.5
718,13:00:57,0.1,1.5
719,13:00:58,0.1,1.5
720,13:00:59,1.8,1.5
721,13:01:00,37.6,1.5
722,13:01:01,37.6,1.5
723,13:01:02,37.7,1.5
724,13:01:03,37.6,1.5
725,13:01:04,37.8,1.5
726,13:01:05,37.8,1.5
727,13:01:06,37.6,1.5
728,13:01:07,37.7,1.5
729,13:01:08,37.6,1.5
730,13:01:09,37.7,1.5
731,13:01:10,37.6,1.5
732,13:01:11,37.6,1.5
733,13:01:12,37.7,1.5
734,13:01:13,37.6,1.5
735,13:01:14,37.7,1.5
736,13:01:15,40.1,1.5
737,13:01:16,38.8,1.5
738,13:01:17,37.5,1.5
739,13:01:18,37.7,1.5
740,13:01:19,37.6,1.5
741,13:01:20,37.8,1.5
742,13:01:21,37.6,1.5
743,13:01:22,37.7,1.5
744,13:01:23,37.6,1.5
745,13:01:24,37.6,1.5
746,13:01:25,37.6,1.5
747,13:01:26,37.6,1.5
748,13:01:27,37.6,1.5
749,13:01:28,37.7,1.5
750,13:01:29,32.3,1.5
751,13:01:30,0.1,1.5
752,13:01:31,0.1,1.5
753,13:01:32,0.2,1.5
754,13:01:33,0.1,1.5
755,13:01:34,0.4,1.5
756,13:01:35,23.1,1.5
757,13:01:36,39.3,1.5
758,13:01:37,39.3,1.5
759,13:01:38,39.5,1.5
760,13:01:39,39.4,1.5
761,13:01:40,39.4,1.5
762,13:01:41,39.4,1.5
763,13:01:42,39.5,1.5
764,13:01:43,39.4,1.5
765,13:01:44,39.5,1.5
766,13:01:45,39.3,1.5
767,13:01:46,39.5,1.5
768,13:01:47,39.5,1.5
769,13:01:48,39.4,1.5
770,13:01:49,39.3,1.5
771,13:01:50,39.4,1.5
772,13:01:51,39.7,1.5
773,13:01:52,39.5,1.5
774,13:01:53,39.4,1.5
775,13:01:54,39.5,1.5
776,13:01:56,39.4,1.5
777,13:01:57,39.4,1.5
778,13:01:58,39.4,1.5
779,13:01:59,39.4,1.5
780,13:02:00,39.5,1.5
781,13:02:01,39.4,1.5
782,13:02:02,39.5,1.5
783,13:02:03,39.4,1.5
784,13:02:04,39.4,1.5
785,13:02:05,39.4,1.5
786,13:02:06,12.6,1.5
787,13:02:07,0.1,1.5
788,13:02:08,0.1,1.5
789,13:02:09,0,1.5
790,13:02:10,0.1,1.5
791,13:02:11,25.4,1.5
792,13:02:12,41.1,1.5
793,13:02:13,41.1,1.5
794,13:02:14,41.4,1.5
795,13:02:15,41.1,1.5
796,13:02:16,41.2,1.5
797,13:02:17,41.2,1.5
798,13:02:18,41.1,1.5
799,13:02:19,41.2,1.5
800,13:02:20,41.1,1.5
801,13:02:21,41.3,1.5
802,13:02:22,41.5,1.5
803,13:02:23,41.2,1.5
804,13:02:24,41.1,1.5
805,13:02:25,41.2,1.5
806,13:02:26,41.1,1.5
807,13:02:27,41.2,1.5
808,13:02:28,41.1,1.5
809,13:02:29,41.3,1.5
810,13:02:30,41.2,1.5
811,13:02:31,41.1,1.5
812,13:02:32,41.1,1.5
813,13:02:33,41.2,1.5
814,13:02:34,41.2,1.5
815,13:02:35,41.2,1.5
816,13:02:36,41.2,1.5
817,13:02:37,41.1,1.5
818,13:02:38,41.3,1.5
819,13:02:39,41.1,1.5
820,13:02:40,41.3,1.5
821,13:02:41,12.2,1.5
822,13:02:42,0.1,1.5
823,13:02:43,0.1,1.5
824,13:02:44,0.1,1.5
825,13:02:45,0.1,1.5
826,13:02:46,0.1,1.5
827,13:02:47,11.5,1.5
828,13:02:48,43,1.5
829,13:02:49,42.9,1.5
830,13:02:50,42.9,1.5
831,13:02:51,42.9,1.5
832,13:02:52,43.2,1.5
833,13:02:53,42.9,1.5
834,13:02:54,43,1.5
835,13:02:55,42.9,1.5
836,13:02:56,43,1.5
837,13:02:57,42.9,1.5
838,13:02:58,43,1.5
839,13:02:59,42.9,1.5
840,13:03:00,43,1.5
841,13:03:01,42.9,1.5
842,13:03:02,43,1.5
843,13:03:03,43,1.5
844,13:03:04,43,1.5
845,13:03:05,43,1.5
846,13:03:06,42.9,1.5
847,13:03:07,43,1.5
848,13:03:08,42.9,1.5
849,13:03:09,42.9,1.5
850,13:03:10,43,1.5
851,13:03:11,42.9,1.5
852,13:03:12,43,1.5
853,13:03:13,42.9,1.5
854,13:03:14,43,1.5
855,13:03:15,42.9,1.5
856,13:03:16,43,1.5
857,13:03:17,27.5,1.5
858,13:03:18,0,1.5
859,13:03:19,0.1,1.5
860,13:03:20,0,1.5
861,13:03:21,22.5,1.5
862,13:03:22,45,1.5
863,13:03:23,44.8,1.5
864,13:03:24,44.7,1.5
865,13:03:25,44.8,1.5
866,13:03:26,44.6,1.5
867,13:03:27,48.5,1.5
868,13:03:28,44.7,1.5
869,13:03:29,44.7,1.5
870,13:03:30,44.7,1.5
871,13:03:31,44.7,1.5
872,13:03:32,44.7,1.5
873,13:03:33,44.7,1.5
874,13:03:34,44.8,1.5
875,13:03:35,44.7,1.5
876,13:03:36,44.9,1.5
877,13:03:37,44.6,1.5
878,13:03:38,44.8,1.5
